"target","ids","date","flag","user","text"
0,2060022741,"Sat Jun 06 18:06:24 PDT 2009","NO_QUERY","AnaCaroliiinah","Poxa...hj ñ tenho nd pra dizer noTRENDING TOPICS "
0,2204549764,"Wed Jun 17 02:30:33 PDT 2009","NO_QUERY","tworal","awww young seth at his bartmitzvah  job interview today!"
1,1975073686,"Sat May 30 14:23:29 PDT 2009","NO_QUERY","macgeekppc","@stutts No need. I drove up and they had Led Zeppelin playing.  Besides, I'd need to have an antenna for the AM radio to work! LOL"
0,2013597779,"Tue Jun 02 23:04:22 PDT 2009","NO_QUERY","xxsimonex","Morning  Time to get ready for school "
1,1558315631,"Sun Apr 19 07:59:41 PDT 2009","NO_QUERY","MoreLau","Tennis again tonight "
0,2218832673,"Wed Jun 17 23:14:13 PDT 2009","NO_QUERY","npmalina","lunchbreak... i miss pacar  can't wait for tonight"
0,1971110439,"Sat May 30 06:14:39 PDT 2009","NO_QUERY","jakedasnake15","i dont like twitter i cant find anyone "
0,1985314316,"Sun May 31 16:51:54 PDT 2009","NO_QUERY","marksgober","off to do the dreaded supermarket thing.  "
1,1793828034,"Thu May 14 04:07:26 PDT 2009","NO_QUERY","caityyyyyy","goodnight im sleepy. i had a good day  nighty hught twitterians  sweet dreams !"
0,1992913120,"Mon Jun 01 09:31:36 PDT 2009","NO_QUERY","HannahVE","@heycassadee you get it before us in the uk tho "
1,2189550763,"Tue Jun 16 00:18:10 PDT 2009","NO_QUERY","nwoidaho","@fatbottomedgrl Thank You for the love. He's doing a ton better... "
0,1754109687,"Sun May 10 05:00:58 PDT 2009","NO_QUERY","megin","@ITFLUnderground   Sorry,  you desreve a gREAT day!"
1,2002203708,"Tue Jun 02 03:29:30 PDT 2009","NO_QUERY","ilanbr","@jeroenbb Neh, the thing lasted for 5 min. I'm out long time ago "
1,1971267734,"Sat May 30 06:40:35 PDT 2009","NO_QUERY","ScruffyPanther","@Hell6 I know you're just jealous because I have my youth  x"
1,2187021410,"Mon Jun 15 19:40:30 PDT 2009","NO_QUERY","laurenLTthomas","@cerajarrard that's the kind of man I need! see you tomorrow "
1,1557106700,"Sun Apr 19 02:02:48 PDT 2009","NO_QUERY","kasey79","@DWsCoverGirl1 Hell yah the Knight brothers together "
0,1985966455,"Sun May 31 18:06:29 PDT 2009","NO_QUERY","sheisgiovanna","finished watching the Hills finale;the last episode with Lauren  and now watching MTV Movie Awards!  finalyyy!"
0,1822899774,"Sat May 16 20:38:48 PDT 2009","NO_QUERY","BritleeGaines","Sitting at this lame lame lame lame party.  Britlee &lt;3"
0,2260802335,"Sat Jun 20 19:47:46 PDT 2009","NO_QUERY","vickybillings","oooooohhh im off to bed, my tummy is sad "
0,2047018385,"Fri Jun 05 13:01:51 PDT 2009","NO_QUERY","gracemym","where can i download adobe photoshop? "
0,1994291057,"Mon Jun 01 11:42:32 PDT 2009","NO_QUERY","voyage2k","My brain is fried and I haven't even done anything.  Plus I'm way behind on #HarpersIsland episodes and I need to clean..... "
1,1752289543,"Sat May 09 21:31:27 PDT 2009","NO_QUERY","AprilFilms","@offgrid Awwww   i've got some photos of cute bunnies "
1,2060154752,"Sat Jun 06 18:21:51 PDT 2009","NO_QUERY","darenBBC","@spoonerism that makes it a special connection  yay... have fun"
1,1969718587,"Sat May 30 00:58:54 PDT 2009","NO_QUERY","AyoMillions","@REALCharmBreeZy I'm up but not for long! "
0,1971954225,"Sat May 30 08:15:08 PDT 2009","NO_QUERY","StefanieMae","Wow....you put off spending time with someone and then it may be too late...sick to my stomach. "
1,1753904668,"Sun May 10 04:03:11 PDT 2009","NO_QUERY","Mirunnetje","good morning/midday nation!  FORMULA ONE IN ONE HOUR!"
1,1986741288,"Sun May 31 19:15:12 PDT 2009","NO_QUERY","LadyCouture48","Keyshia cole loves bebe too!!! "
1,1694748146,"Mon May 04 03:58:26 PDT 2009","NO_QUERY","Denzillaa","@Booooooom I love how Alex Pardee colours his picturs, so differnt "
1,1991206544,"Mon Jun 01 06:36:28 PDT 2009","NO_QUERY","CarmenMolder","Oh pleas good  pleeeeaaaas"
1,1771057490,"Mon May 11 23:03:39 PDT 2009","NO_QUERY","JTB5","Going to HIN NJ this weekend "
1,1973436895,"Sat May 30 11:08:43 PDT 2009","NO_QUERY","Taylor_x3","so idk lol. but i know the pic of me &amp; chelsea staub is in it lol. Thanks @BrittneyTee for telling me  i didn't even know lol"
1,1957661931,"Fri May 29 01:12:04 PDT 2009","NO_QUERY","missoulachat","http://tr.im/igZc Tall DJ says:: bye native "
1,1979487981,"Sun May 31 03:15:42 PDT 2009","NO_QUERY","mayhemstudios","@PicSeshu Napp (@NAPP_News) gr8 resources 4 designers/photographers. Discounts, tutorials worth it. Plus Photoshop User mag included "
0,2216888713,"Wed Jun 17 20:06:18 PDT 2009","NO_QUERY","RachhhTGP","Sad about the news... "
1,1827431352,"Sun May 17 10:41:47 PDT 2009","NO_QUERY","xoxoEmaxoxox","Is v.happy: 1. Learnt how to spell psychic WOOT 2. Had an awsome time seeing startreck with some friends &quot;YAY&quot; bless 3.Hav organised 29th "
0,2250585866,"Sat Jun 20 00:55:37 PDT 2009","NO_QUERY","xgwendolyn","@echemise lol sorry luh im abit slow hahah. I rly love that show! i always watch it and im sad that theyre not tgther anymore "
1,2062080206,"Sat Jun 06 22:17:14 PDT 2009","NO_QUERY","stevemccaskell","is happy that the Canadian post service isn't a complete failure "
0,2258144160,"Sat Jun 20 15:27:21 PDT 2009","NO_QUERY","nicki_x","Twitter keeps deleting my updatesss  And yes, LMAO is a great word Christine. LMFAO"
1,1998780676,"Mon Jun 01 19:06:47 PDT 2009","NO_QUERY","NYwriter19","@Lisa_Veronica Yay!  Congratulations!  I love &quot;Untouched&quot;  &lt;3"
0,2186695369,"Mon Jun 15 19:12:16 PDT 2009","NO_QUERY","carrieballz","I wonder if I'll ever get my black light back? "
1,1686638544,"Sun May 03 06:14:04 PDT 2009","NO_QUERY","Myranda123","Goodmorningg...going get dressed to go too my grandmas. "
0,1676969813,"Fri May 01 23:55:13 PDT 2009","NO_QUERY","alexd_xo","mooorning.  no mcfly  bummmerrrrrrrrrrrrrrrrrrr"
0,2202844505,"Tue Jun 16 22:31:19 PDT 2009","NO_QUERY","Grumpydev","@brandonleblanc just checked. Sony are publishing it themselves in EU this week, Atari are doing the other formats &quot;at a later date&quot; "
1,2184301089,"Mon Jun 15 15:42:35 PDT 2009","NO_QUERY","janetka85","is thinking of something for my bday.. &amp; planning stuff when stan comes "
0,2015101734,"Wed Jun 03 03:42:19 PDT 2009","NO_QUERY","Nawaf_","having trouple doing daily stuff cuz of my broken thump !!! hand in a cast "
0,2180993544,"Mon Jun 15 11:13:15 PDT 2009","NO_QUERY","emilybub","burnt my tongue "
1,1956688538,"Thu May 28 22:26:47 PDT 2009","NO_QUERY","freshypanda","@tsarnick I'll DJ. You feeling my flow tonight? You better! Feel it you Tsar!! "
0,2047666552,"Fri Jun 05 13:59:50 PDT 2009","NO_QUERY","cbrown1023","grr, no internet in the terminal  guess I'll just have to live with CNN for entertainment..."
1,2182427331,"Mon Jun 15 13:09:20 PDT 2009","NO_QUERY","kuoysej","@murdrae we threw tortillas. those things? i like how you dressed up more for my grad then for church  thanks"
0,2214532512,"Wed Jun 17 16:52:41 PDT 2009","NO_QUERY","Shalizard","wants to meet mark, tom and travis   "
0,1983637809,"Sun May 31 13:32:30 PDT 2009","NO_QUERY","xShefSx","@xxlinzivxx nooooo u hv to cm!  hardly ne1s goin as it is! :/ I'm tempted to change it to sat cos rents r pya guilt trippin bt wnt b out.."
0,2242151766,"Fri Jun 19 11:50:06 PDT 2009","NO_QUERY","ThaDiva84","OMG i am going to get fat   i am at work bored so i keep eating lmao... first chick -fil - a then flamin hots lol now hostess cupcakes."
0,2202449457,"Tue Jun 16 21:48:56 PDT 2009","NO_QUERY","DANIELLEBKNYC","@djschoolboy ak  my bodys in a lot of pain. Im melted into the couch  sorry. Coffee this week definately. Ill b @ HE 2mor or the M2 show"
0,2063075411,"Sun Jun 07 01:16:51 PDT 2009","NO_QUERY","nicolalalalala","G'morning. I have a very sore throat "
1,1980015358,"Sun May 31 05:23:00 PDT 2009","NO_QUERY","PaulDuxbury","@bizbooks I'd put some decent content on it, amazon books and drive traffic at it if I was you "
1,1558070250,"Sun Apr 19 07:09:19 PDT 2009","NO_QUERY","mcgoink","I'll upload pic as soon as i get it working on pc on here, u guys made my smegging year "
0,1833911073,"Mon May 18 00:54:38 PDT 2009","NO_QUERY","richard_hunt","@CianOMahony I'm gagging for coffee also. I'm on peasant transport so I can't get my hands on any, just yet. "
0,2057842697,"Sat Jun 06 13:46:01 PDT 2009","NO_QUERY","fishlisha","I can feel my throat tightening up if im gettin sick ima flip "
0,1975126216,"Sat May 30 14:30:10 PDT 2009","NO_QUERY","kathend","gutted I've missed BGT  I'll have to watch the repeat tomorrow, diversity musta been pretty amazing to have won?"
0,2194791283,"Tue Jun 16 10:15:57 PDT 2009","NO_QUERY","devjohnson","i miss my mac.  but im having alot of fun in myrtle beach! almost broke my ankle from a giant wave."
1,2175957082,"Mon Jun 15 02:29:47 PDT 2009","NO_QUERY","learoy_hagn","im going to play super nintendo "
1,1979426988,"Sun May 31 03:00:09 PDT 2009","NO_QUERY","xlove_katiex","@theBrandiCyrus  HappyBirthday "
0,2066311992,"Sun Jun 07 10:16:50 PDT 2009","NO_QUERY","afjgroup","@cakemaker1 what's up with all the white linen...it's a bit too muddy 4 that...saw someone who looked like they messed themself "
0,2053832097,"Sat Jun 06 05:50:05 PDT 2009","NO_QUERY","efellers","game this morning, Let's Go Braves!!!  Then... studying "
1,1677796421,"Sat May 02 04:02:14 PDT 2009","NO_QUERY","roxiijonas","is off to get a new phone today! Yay "
0,1825083363,"Sun May 17 04:16:11 PDT 2009","NO_QUERY","ksschrag","didn't make it through the allergy season without getting terribly sick "
1,1970106217,"Sat May 30 02:28:50 PDT 2009","NO_QUERY","tokikot","rainy day. josh rouse music. books. comfort food. heaven "
0,1993457172,"Mon Jun 01 10:24:29 PDT 2009","NO_QUERY","Patrysiaaaaaaa","everything seems simple if you're a child... but now everything is difficult.. making decisions.. and others... "
0,2229992243,"Thu Jun 18 16:29:32 PDT 2009","NO_QUERY","bostonmarketer","@JohnnyDiggz   I think it's more because I blog vs. being a customer.  Do you like yours? Is it hybrid?"
0,1564227529,"Mon Apr 20 02:25:56 PDT 2009","NO_QUERY","Hollywood_Trey","This reminds me of the day I realized wrestling was fake...not as tragic but...actually...not HALF as bad but surprising nevertheless "
0,2049276667,"Fri Jun 05 16:36:02 PDT 2009","NO_QUERY","MoodyJessi","@ccsilva2 Take me with you Chrissy!  I wanna go to the lakes!  I miss the boat.    Oh oh, now I'm depressed.  LOL"
0,1550838428,"Sat Apr 18 07:24:34 PDT 2009","NO_QUERY","Snookums1211","woke up to early and can't go back to sleep "
1,1694644766,"Mon May 04 03:32:40 PDT 2009","NO_QUERY","bobbinrob","@briethehippo gmail "
0,2287911400,"Mon Jun 22 18:27:48 PDT 2009","NO_QUERY","TheMystifyer","@mxcyrus I tried to come back early just to talk with you. I hope I didn't miss you. "
0,2238414077,"Fri Jun 19 07:14:57 PDT 2009","NO_QUERY","CraftySnap","Good Morning Everyone! I hope y'all are doing well --- I'm feeling sick, nasal congestion &amp; all... "
0,2299641134,"Tue Jun 23 13:09:56 PDT 2009","NO_QUERY","MimiLambJenny","@LMCLamb4life It is about him. I dumped him. He used me Thanx 4 Nothin is him  and really?  are you okay?"
0,2230969800,"Thu Jun 18 17:51:50 PDT 2009","NO_QUERY","jefftb","@Nick___Evans sorry bud, that really sucks.. "
1,2064363056,"Sun Jun 07 06:03:22 PDT 2009","NO_QUERY","markmoore01","@WilliamOrbit "
1,2011163625,"Tue Jun 02 18:34:59 PDT 2009","NO_QUERY","susansheehan","@seedbeader "
1,1992937334,"Mon Jun 01 09:33:57 PDT 2009","NO_QUERY","DatGurlNeo","My ring I ordered online came today but they gave me the wrong order. =/ Good news they will replace it and have me real order in 1 week. "
1,2065748704,"Sun Jun 07 09:12:49 PDT 2009","NO_QUERY","cathiejoy","@MarijMagdalena thank you very much Marji "
0,2199421217,"Tue Jun 16 17:28:39 PDT 2009","NO_QUERY","glowingwillow","Looked really cute today - but didn't have anyone to see. "
1,1986925754,"Sun May 31 19:31:22 PDT 2009","NO_QUERY","aulia","@pogue  I was making a play on the term &quot;virtual seminar&quot;"
0,2063808138,"Sun Jun 07 04:09:22 PDT 2009","NO_QUERY","wakebabe88","@ealopez826 I'M SORRY!!! "
1,2032717015,"Thu Jun 04 11:39:54 PDT 2009","NO_QUERY","takeoninge","@ddlovato UR on the cover of Hitkrant, thats a dutch magazine. I hope youw ill come to holland soon. "
1,2009797800,"Tue Jun 02 16:17:46 PDT 2009","NO_QUERY","rebekaaa","@SophietheFrog bentron autobot. used to propeeeeeer love his music. next time yr on myspace seach him "
0,2186985525,"Mon Jun 15 19:37:23 PDT 2009","NO_QUERY","ItzurgirlB","#confessions i cried a lil 2 day "
0,2015452967,"Wed Jun 03 04:42:12 PDT 2009","NO_QUERY","MissMeggyDee","OMG. ADAM and BOYFRIEND?  Why Adam? Why?  Oh well..he rocks anyway.."
1,2017124913,"Wed Jun 03 07:53:59 PDT 2009","NO_QUERY","LittleLiverbird","@Nicki009 Nice try though!  "
1,1565575603,"Mon Apr 20 07:04:43 PDT 2009","NO_QUERY","Amandapanz","@tinges yes, should go. will make the family happy "
0,2190223066,"Tue Jun 16 02:06:58 PDT 2009","NO_QUERY","kolfriendfeed","@tanath There is supposed to be some issues with Chrome and Windows 7.  http://bit.ly/25kcbE"
0,2322540772,"Wed Jun 24 22:48:10 PDT 2009","NO_QUERY","kyky044","Misses his neighbors "
1,1880762934,"Fri May 22 02:24:53 PDT 2009","NO_QUERY","Ryhoon","@jaalz huh... Your plans cut short? My night is just about to start "
1,2066232349,"Sun Jun 07 10:07:58 PDT 2009","NO_QUERY","jdluxeinc","wow @Tourex how much are Nadal's people paying you? "
1,2062412907,"Sat Jun 06 23:09:39 PDT 2009","NO_QUERY","UrbanNicole","@imaybeugly ignore him  or her  thats what id do."
1,1835722594,"Mon May 18 06:36:56 PDT 2009","NO_QUERY","aparajuli","@ExocetAU could u put bootcamp on it as well? Perhaps similar size as the Macbook Windows partition u did for me. Cheers "
1,2179430596,"Mon Jun 15 09:05:36 PDT 2009","NO_QUERY","Rachel_Brittany","At the airport. This is crazy. How exciting! "
0,2061669872,"Sat Jun 06 21:21:28 PDT 2009","NO_QUERY","ivieanne","@blackknight7289 I know  I sad."
0,1981377264,"Sun May 31 09:01:29 PDT 2009","NO_QUERY","corieography","I thnk i shuld go talk 2 ppl but im kinda shy. UHG. My stomache hurts.   *~CoRiEoGrApHy~*"
1,1558092740,"Sun Apr 19 07:14:11 PDT 2009","NO_QUERY","tanny_belle","@sugarfairy511 what kind of cupcakes??? mmmmmm, cupcakes "
1,1678388247,"Sat May 02 06:32:39 PDT 2009","NO_QUERY","SeviDesigns","@TheOhanaMama http://sevidesigns.com I have a huge blogroll "
1,1968665106,"Fri May 29 21:56:01 PDT 2009","NO_QUERY","christyspanties","@Lancerman69 Thanks "
0,1964495506,"Fri May 29 14:19:38 PDT 2009","NO_QUERY","limecello"," just found out my friend's dad passed away yesterday "
1,1979444979,"Sun May 31 03:04:37 PDT 2009","NO_QUERY","RobPSnow","Got through all his exam markings! Let's home the students get through "
1,1694144671,"Mon May 04 01:17:19 PDT 2009","NO_QUERY","richardlai","@8a22a ???!  #MandarinMonday"
1,1881138134,"Fri May 22 03:43:42 PDT 2009","NO_QUERY","sarrawrr","wants to go spoiler hunting with nick, and wear that awesome capee...  "
1,1972180697,"Sat May 30 08:43:32 PDT 2009","NO_QUERY","ddjango","@Blackittyblack "
0,2199418762,"Tue Jun 16 17:28:26 PDT 2009","NO_QUERY","coogee2samar","i deleted our travel blog as it was getting too depressing to look at "
0,2189876330,"Tue Jun 16 01:08:36 PDT 2009","NO_QUERY","ShayyyG","Still haven't been able to sleep. Thinking I should maybe go to the hospital soon  help"
1,1956645973,"Thu May 28 22:20:46 PDT 2009","NO_QUERY","Thomas_Butler","@Shaeee changed. @erinmeskill "
1,1989381184,"Mon Jun 01 01:19:50 PDT 2009","NO_QUERY","TacoMel","Got back home. Grr my legs hurt I hate high heels! no actually I love them but still... I hate them! "
1,1978429384,"Sat May 30 23:19:51 PDT 2009","NO_QUERY","jinnah","@takingnames hmm, I'll have to see if any of the stores around here have it "
1,1981437241,"Sun May 31 09:09:08 PDT 2009","NO_QUERY","viveksingh","@hiyer not really lastnight @meerasapra told me about a site www.toondoo.com so i thought would try it  I used to live in Vashi"
1,2059747769,"Sat Jun 06 17:33:26 PDT 2009","NO_QUERY","Joshua_Mills","Waiting for Amanda to call back. Sleepover party tomorrow!!! "
0,2255347284,"Sat Jun 20 11:07:40 PDT 2009","NO_QUERY","alyshadeshae","Taco Bell time -- because I'm hungry and didn't bring my junk food with me. "
0,2180220257,"Mon Jun 15 10:10:19 PDT 2009","NO_QUERY","heathycliffy","I want a underwater camera "
1,1980045394,"Sun May 31 05:29:34 PDT 2009","NO_QUERY","pauladenise_24","is yehii .  http://plurk.com/p/xe7rw"
1,1970518314,"Sat May 30 04:11:16 PDT 2009","NO_QUERY","ttimlen","Acing EVERYTHING (It is so easy) "
0,2071940335,"Sun Jun 07 20:08:32 PDT 2009","NO_QUERY","melodylori","@mcshelleyshell ...aw,....i dont get vh1     "
1,2017083466,"Wed Jun 03 07:50:03 PDT 2009","NO_QUERY","ChiaraSimeone","@brittany_bucher That would be fun!  I would say when it isn't raining but other than that I don't have a life!  Next week? you tell me "
1,1470015194,"Tue Apr 07 08:05:41 PDT 2009","NO_QUERY","hiimjaypaul","Chillin at work, good times "
0,2055894766,"Sat Jun 06 10:08:58 PDT 2009","NO_QUERY","JennyJaklovsky","I am sooo tired and I am working till 10. Not to mention all my friends are in bg w/o me  wahhhh text me happy things."
1,2050154347,"Fri Jun 05 18:09:50 PDT 2009","NO_QUERY","tomabalduci","Allez bonne nuit à tous! Great night, hope you enjoyed yours!! "
1,1881315682,"Fri May 22 04:17:52 PDT 2009","NO_QUERY","AJuOnLiNE","@ratulaich www.showmedo.com and Painless Python on YouTube is what I got as suggestions "
0,1557084819,"Sun Apr 19 01:55:52 PDT 2009","NO_QUERY","EmilyB22","o man im ballin at this fresh prince series finale "
0,2247176089,"Fri Jun 19 18:42:13 PDT 2009","NO_QUERY","MrsWahlberg2B","Feeling shitty! Been sleeping on &amp; off all day, still feel tired &amp; nauseous  so hungry but can't eat. Hate being sick!"
0,2262672537,"Sat Jun 20 22:59:34 PDT 2009","NO_QUERY","gotkube","Fireside. Looks like clouds though. Few stars tonight. "
0,2047153796,"Fri Jun 05 13:13:47 PDT 2009","NO_QUERY","Thishe","Sad because my Hubby go on leave today and going home to Houston tonight without me "
0,1973447119,"Sat May 30 11:09:56 PDT 2009","NO_QUERY","strybe","@Rman5K Yeah I doubt it dude  Everything looks really genuine!! I bet David Ellis at 1up is doing fucking backflips!! lol"
0,2014916904,"Wed Jun 03 03:06:36 PDT 2009","NO_QUERY","torilovesbradie","The Killing Fields is creeping me out...people during WW2 where so twiter and mentally tapped...why would you kill 200,000 ppl "
1,2014179402,"Wed Jun 03 00:41:57 PDT 2009","NO_QUERY","mathewsanders","@marcthom me too... I'm tempted to read the books now "
0,1469241409,"Tue Apr 07 05:43:51 PDT 2009","NO_QUERY","almostyourlover","@McSasha you're really hilarious this morning "
0,1999946695,"Mon Jun 01 21:06:54 PDT 2009","NO_QUERY","agentbetty","@getsconed where is my photo from sat? I wanted a new fb pic. "
1,1553894294,"Sat Apr 18 15:30:11 PDT 2009","NO_QUERY","AdorkableMellie","@ReeReeKins Yay! I'm excited for you! Do you know what you're getting yet? "
0,2060708708,"Sat Jun 06 19:25:30 PDT 2009","NO_QUERY","zhinai","feeling so incomplete.how i wish i could find my happiness right now "
1,1751467587,"Sat May 09 19:31:09 PDT 2009","NO_QUERY","gregliotta","Thinking about my mother, and all the amazing mothers I know "
0,2232879040,"Thu Jun 18 20:31:19 PDT 2009","NO_QUERY","musicadium","whoa, @camarling just introduced me to Refused - a band so ahead of it's time. Totally missed the boat!  http://tinyurl.com/mjoh6z WATCH."
0,1980302056,"Sun May 31 06:20:22 PDT 2009","NO_QUERY","lauderlyn","@jcymc46 well, I made the bf clean his room and after he did, he launched an attack on me using the vacuum cleaner  (much to his glee)"
0,1833706863,"Mon May 18 00:10:36 PDT 2009","NO_QUERY","KrazygoneKenna","Still up doing homework... And not even close to being done... "
0,2213890688,"Wed Jun 17 15:59:12 PDT 2009","NO_QUERY","MissBleezy","@TaylorSimonson no go EDC, seeking rusty razorblades and bathtub full of ice... no $ no happy "
1,1970953971,"Sat May 30 05:46:24 PDT 2009","NO_QUERY","Enrikeekee","Falling asleep in josh's truck "
1,1835991804,"Mon May 18 07:09:39 PDT 2009","NO_QUERY","imde","ooo im watching 'house' while doing my homework, and I saw LUCAS TILL &amp; meaghan martin, hahah  didnt know they were there"
0,2205231574,"Wed Jun 17 04:16:28 PDT 2009","NO_QUERY","kikasugar","@ssfarhana soo sad cin  so so saaad haha. which daddy cin? Hahaha"
0,2177897442,"Mon Jun 15 06:52:53 PDT 2009","NO_QUERY","CPBABii","@mrsnappi I could have slept with you "
1,1834689867,"Mon May 18 03:52:29 PDT 2009","NO_QUERY","ruudj","Just planned the DPE BBQ for June 14th. Smog Alert 1 in Almere forecasted for that day "
1,1883118959,"Fri May 22 08:02:18 PDT 2009","NO_QUERY","EricWeinhardt","THREE DAY WEEKEND   "
1,2067505504,"Sun Jun 07 12:27:54 PDT 2009","NO_QUERY","aliron1982","wonder if he can cut @Rital71's cake with his knife "
0,1989352477,"Mon Jun 01 01:13:35 PDT 2009","NO_QUERY","kierenlester","damn i missed the mtv movie awards "
0,2238109827,"Fri Jun 19 06:50:10 PDT 2009","NO_QUERY","Pauli76","bloody summer cold...got a nose like a leaking tap "
1,1759348154,"Sun May 10 19:01:03 PDT 2009","NO_QUERY","mshonibea","is SO full! And my little sisters came over....had a blessed day "
0,2053122726,"Sat Jun 06 03:21:44 PDT 2009","NO_QUERY","kee85","Going to bed now....mad I didn't stick to going to The Viper Room "
0,2220739160,"Thu Jun 18 03:51:27 PDT 2009","NO_QUERY","JosephErnest","I don't want to do work I have to do...  Just wanna make sweet ethereal loops."
0,2052843652,"Sat Jun 06 02:14:31 PDT 2009","NO_QUERY","nikkimarieee","I &lt;3 the city at night. It's raining though "
1,1573874024,"Tue Apr 21 03:15:45 PDT 2009","NO_QUERY","paigeeparnell","hey katie yay i have twitter so confusin lol "
1,1687562275,"Sun May 03 09:01:23 PDT 2009","NO_QUERY","vixtoria_lee","@Sizzles07 @ElisaDeLaRosa getting drunk and going to TA.. lol FUNNy chris ) dangerous too "
1,2191149722,"Tue Jun 16 04:38:13 PDT 2009","NO_QUERY","EpsteinHMNY","vote for And Then There Was You to be an Adopted Denny's All-Nighter at www.dennysallnighter.com vote, as many times as possible "
1,2002559817,"Tue Jun 02 04:33:40 PDT 2009","NO_QUERY","bullaz","this seems to be make or break weekend, everyone is getting engaged or getting dumped... im just plodding on as usual "
1,2018733955,"Wed Jun 03 10:25:41 PDT 2009","NO_QUERY","francinatm","love the KARDASHIANS! sehhxxy bitches "
0,2252425751,"Sat Jun 20 06:14:23 PDT 2009","NO_QUERY","Kathanni","He was really ill today! Non of the neighbours got letters.  The hair is back to its natural colour.My boyfriend did not see a diffrence "
1,2181699986,"Mon Jun 15 12:10:47 PDT 2009","NO_QUERY","realestatechick","@JerseyDebMadey lol..nice to meet you......again! "
0,2005879138,"Tue Jun 02 10:19:10 PDT 2009","NO_QUERY","nqhuy90","Who can test my site on IE6, IE7, IE8 ? But work on Firefox, Opera, Chrome, Safari, ... Please contact me "
0,2060882505,"Sat Jun 06 19:45:45 PDT 2009","NO_QUERY","killingdance","@stokez LMAO the hangover is a movie  but i am smoking cause i'm hella bored"
1,1979255060,"Sun May 31 02:15:59 PDT 2009","NO_QUERY","jonno","@tebbo Thanks! Expect a deluge of feedback in 9 hours "
0,1835531233,"Mon May 18 06:12:08 PDT 2009","NO_QUERY","alexmotu","Noshit party was great !!  Working on a new track now .... and it's raining in Amsterdam "
0,2063195353,"Sun Jun 07 01:43:03 PDT 2009","NO_QUERY","RachelMacGregor","@james__buckley awwww *hug* sorry "
0,2179836159,"Mon Jun 15 09:39:03 PDT 2009","NO_QUERY","OneSmallFire","What!?! I like Ron! This is going to be terrible. "
0,2228962973,"Thu Jun 18 15:06:28 PDT 2009","NO_QUERY","tylerisamazing","@sunshinex6 i know(: i'm mad how you couldn't come back with me though. "
0,2223031141,"Thu Jun 18 07:45:38 PDT 2009","NO_QUERY","brykins","@Stickyplasters I need a firm, guiding hand to keep me on the straight and narrow "
1,2048389841,"Fri Jun 05 15:07:18 PDT 2009","NO_QUERY","DiscoPiglet","PJ Harvey on BBC 4 now.... "
0,1553368001,"Sat Apr 18 14:04:46 PDT 2009","NO_QUERY","lisa_x","@justjennyxo no cause i have no one to go with tbh  or no one has the money to go now, gutted cause i live like 10 mins from the venue xx"
0,1996307779,"Mon Jun 01 14:52:07 PDT 2009","NO_QUERY","RachelStevens7","Fuck I wanna change my background but it's not working "
0,1468114193,"Mon Apr 06 23:47:28 PDT 2009","NO_QUERY","cristygarza","goodd nightt  sweet dreams to everyonee   jared neveerr chat on kyte   lol"
0,2006893042,"Tue Jun 02 11:50:25 PDT 2009","NO_QUERY","tranini","@tini21 work work work  but it pays for my shopping and chocolate addiction"
1,1993795180,"Mon Jun 01 10:56:38 PDT 2009","NO_QUERY","YaniTseng","Try to play night holes later "
0,2243637885,"Fri Jun 19 13:42:21 PDT 2009","NO_QUERY","millzypoo","@jamm1n don't get used to it. it's supposed to rain for the next 8 days "
1,2187139397,"Mon Jun 15 19:50:49 PDT 2009","NO_QUERY","Cause4Conceit","@iCONtips hey brova, I hear there are talks of getting to LA "
1,1966338158,"Fri May 29 17:35:00 PDT 2009","NO_QUERY","Ipu_chan","Breaking the silence of gmas neighborhood already. Green tea and ipod w/ speakers on the back porch "
1,2065608337,"Sun Jun 07 08:56:36 PDT 2009","NO_QUERY","Magnolia85","Just set up her twitter account, and now checking things out!!! "
1,1882058875,"Fri May 22 06:08:52 PDT 2009","NO_QUERY","Irishcreamy","@iriissx3 Alright.  )"
0,2203184783,"Tue Jun 16 23:11:52 PDT 2009","NO_QUERY","samanthakellar","@zachc32 You're so rude to me now "
0,2285089370,"Mon Jun 22 14:41:39 PDT 2009","NO_QUERY","alixandramarric","Art museums are closed "
1,2053539895,"Sat Jun 06 04:54:51 PDT 2009","NO_QUERY","QueenNina","...drag me to hell was the best thing ever!! OMG so scary! "
0,1880809975,"Fri May 22 02:35:07 PDT 2009","NO_QUERY","natashasaurus","wishing i went to the melbourne high social instead of staying home. seemed gay before but it sounds like fun now "
0,2324125134,"Thu Jun 25 02:21:08 PDT 2009","NO_QUERY","MyDesguise","I haven't updated my site in a while...I thiink I should do that later...gosh so friggin bored. "
1,2039910216,"Thu Jun 04 23:07:16 PDT 2009","NO_QUERY","AkankshaGoel","Because she's worth it :  http://bit.ly/RKrkR. @the_stagmeister, must read "
1,2014692745,"Wed Jun 03 02:22:20 PDT 2009","NO_QUERY","shawn2525","@ThisisDavina Hmmm, may need to alert traffic news as men may be distracted from the road ahead...in a good way   Enjoy the day"
0,2203297605,"Tue Jun 16 23:26:02 PDT 2009","NO_QUERY","hckomeg4","Can't sleep  haveing a very intresting conversation..."
1,2182918614,"Mon Jun 15 13:48:27 PDT 2009","NO_QUERY","ilovechance","@NicoleBaum I want some!!! "
